,product_url,brand,product_name,number_of_reviews,star_rating,Price,Fragrance Family,Scent Type,Key Notes,COMPOSITION,Features,Ingredients,Description,Details
0,https://www.ulta.com/p/coco-mademoiselle-eau-de-parfum-spray-pimprod2015831,CHANEL,COCO MADEMOISELLE Eau de Parfum Spray,-264,4.6,['$146.00'],Floral,,Orange,Sparks of fresh and vibrant Orange immediately awaken the senses.,,"['Ingredients\nAlcohol, Parfum (Fragrance), Aqua (Water), Linalool, Limonene, Benzyl Salicylate, Citronellol, Geraniol, Hexyl Cinnamal, Coumarin, Citral, Benzyl Alcohol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, CI 14700 (Red 4), CI 42090 (Blue 1), IL28-1.\nDisclaimer: Please be aware that ingredient lists may change or vary from time to time. To confirm that a CHANEL product is suitable for your personal use, please consult the list of ingredients that is included on the product packaging.']","['COCO MADEMOISELLE Eau de Parfum is an irresistibly sexy and spirited, sparkling oriental fragrance that recalls a daring young Coco Chanel.']","{'Composition': 'Sparks of fresh and vibrant Orange immediately awaken the senses.', 'Fragrance Family': 'Floral', 'Key Notes': 'Orange'}"
1,https://www.ulta.com/p/cloud-eau-de-parfum-pimprod2000100,Ariana Grande,Cloud Eau de Parfum,"-2,302",4.3,['$65.00'],Warm & Spicy,Gourmand,Top - lavender blossom,,,"['Ingredients\nAlcohol Denat., Fragrance (Parfum), Aqua/Water/Eau, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, BHT, Limonene, Linalool, Hexyl Cinnamal, Tocopherol.']",['Ariana Grande Cloud Eau de Parfum is an uplifting fragrance. Inspiring. Dreamy. Playful.'],"{'Fragrance Family': 'Warm & Spicy', 'Scent Type': 'Gourmand', 'Key Notes': 'Top - lavender blossom'}"
2,https://www.ulta.com/p/eilish-eau-de-parfum-pimprod2030620,Billie Eilish,Eilish Eau de Parfum,"-1,904",4.5,['$68.00'],Amber Gourmand,,Top - sugared petals,,Vegan,"['Ingredients\nAlcohol Denat., Fragrance (Parfum), Water (Aqua), Citric Acid, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Propylene Glycol, Linalool, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Benzyl Salicylate, Benzyl Benzoate, Limonene, Yellow 5, Red 4, Blue 1.']","['Eilish Eau de Parfum is a captivating Amber Gourmand fragrance featuring notes of sugared petals, creamy vanilla, and warm musks.']","{'Features': 'Vegan', 'Fragrance Family': 'Amber Gourmand', 'Key Notes': 'Top - sugared petals'}"
3,https://www.ulta.com/p/her-eau-de-parfum-pimprod2001011,Burberry,Her Eau de Parfum,"-2,897",4.5,['$112.00'],Gourmand,Fruity Gourmand,Top - red and dark berries,,,"['Ingredients\nAlcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Ethylhexyl Methoxycinnamate, Alpha-Isomethyl Ionone, Ethylhexyl Salicylate, Limonene, Butyl Methoxydibenzoylmethane, Hexyl Cinnamal, Citronellol, Linalool, BHT, Alcohol, Tris(Tetramethylhydroxypiperidinol) Citrate, Ext. Violet 2 (CI 60730), Red 33 (CI 17200), Yellow 5 (CI 19140).']","['Burberry Her Eau de Parfum is the embodiment of the Londoner attitude - adventurous, spirited and bold. A vibrant fruity gourmand capturing the spirit of London.']","{'Fragrance Family': 'Gourmand', 'Scent Type': 'Fruity Gourmand', 'Key Notes': 'Top - red and dark berries'}"
4,https://www.ulta.com/p/donna-born-in-roma-eau-de-parfum-pimprod2016295,Valentino,Donna Born In Roma Eau de Parfum,"-5,279",4.8,['$115.00'],Warm Floral,,Top - blackcurrant,,Valentino Donna Born In Roma Eau de Parfum is a modern haute couture floriental vanilla perfume.,"['Ingredients\nAlcohol, Parfum / Fragrance, Aqua / Water, Benzyl Salicylate, Hydroxycitronellal, Benzyl Alcohol, Limonene , Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Alpha-Isomethyl Ionone, Isoeugenol, Methyl Anthranilate, Citronellol, Benzyl Benzoate, Coumarin, Geraniol, Benzyl Cinnamate, Tris (Tetramethylhydroxypiperidinol) Citrate, Citral, Farnesol, Eugenol, Ci 14700 / Red 4, Ci 60730 / Ext. Violet 2.']","['Valentino Donna Born In Roma Eau de Parfum is a modern haute couture floriental. Three qualities of jasmine bring a luxurious femininity that is blended with vanilla bourbon, the most expensive extract in the world.']","{'Features': 'Valentino Donna Born In Roma Eau de Parfum is a modern haute couture floriental vanilla perfume.', 'Fragrance Family': 'Warm Floral', 'Key Notes': 'Top - blackcurrant'}"
5,https://www.ulta.com/p/black-opium-eau-de-parfum-xlsImpprod12951153,Yves Saint Laurent,Black Opium Eau de Parfum,"-6,285",4.7,['$139.00'],Warm & Spicy,,Top - coffee,,The opening notes of adrenaline-rich coffee and the sweet sensuality of vanilla recline into the softness of white flowers for a modern,"['Ingredients\nAlcohol, Water, Benzyl Salicylate, Benzyl Alcohol, Hydroxycitronellal, Butyl Methoxydibenzoylmethane, Hexyl Cinnamal, Limonene, Linalool, Geraniol, Citronellol, Cinnamyl Alcohol, Methyl Anthranilate, Amyl Cinnamal, Citral, Coumarin, Benzyl Benzoate, Ci 15985 / Yellow 6, Ci 17200 / Red 33.']","[""Yves Saint Laurent Black Opium Eau de Parfum is a seductively intoxicating warm and spicy women's fragrance with notes of coffee, vanilla, and white flower.""]","{'Features': 'The opening notes of adrenaline-rich coffee and the sweet sensuality of vanilla recline into the softness of white flowers for a modern', 'Fragrance Family': 'Warm & Spicy', 'Key Notes': 'Top - coffee'}"
6,https://www.ulta.com/p/good-girl-eau-de-parfum-xlsImpprod16461053,Carolina Herrera,Good Girl Eau de Parfum,-685,4.6,['$103.00'],Floral,,Top - sambac jasmine,,,"['Ingredients\nAlcohol Denat., Parfum (Fragrance), Aqua (Water), Linalool, Hydroxycitronellal, Benzyl Salicylate, Coumarin, Ethylhexyl Methoxycinnamate, Benzyl Benzoate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene, Geraniol, Citronellol, Isoeugenol, Hexyl Cinnamal, Benzyl Alcohol, Citral, Ci 60730 (Ext. Violet 2).']","[""Carolina Herrera Good Girl Eau de Parfum is the ultimate femme fatale fragrance with sensual jasmine and the seductive tonka bean. It's so good to be bad.""]","{'Fragrance Family': 'Floral', 'Key Notes': 'Top - sambac jasmine'}"
7,https://www.ulta.com/p/la-vie-est-belle-eau-de-parfum-xlsImpprod4570079,Lancôme,La Vie Est Belle Eau de Parfum,"-8,579",4.7,['$102.00'],Floral,,Top - iris,,La Vie Est Belle Eau de Parfum by Lancôme is an energizing floral perfume for women,"['Ingredients\nAlcohol, Fragrance, Water, Linalool, Benzyl Salicylate, Limonene, Methyl Anthranilate, Tris (Tetramethylhydroxypiperidinol) Citrate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Bht, CI 14700 (Red 4), CI 17200 (Red 33), Geraniol, Alpha-Isomethyl Ionone, Coumarin, Farnesol, Citral, Citronellol, Benzyl Alcohol, Benzyl Benzoate.']","['Lancôme La Vie Est Belle Eau de Parfum, French for ""life is beautiful,"" blends fresh spring iris with decadent spun sugar and warm vanilla for a floral gourmand scent that inspires your path to happiness.']","{'Features': 'La Vie Est Belle Eau de Parfum by Lancôme is an energizing floral perfume for women', 'Fragrance Family': 'Floral', 'Key Notes': 'Top - iris'}"
8,https://www.ulta.com/p/her-elixir-de-parfum-pimprod2034780,Burberry,Her Elixir de Parfum,-644,4.4,['$148.00'],Gourmand,Fruity,Top - strawberry,,,"['Ingredients\nAlcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Alpha-isomethyl Ionone, Limonene, Hexyl Cinnamal, Linalool, Citronellol.']","['Burberry Her Elixir de Parfum: a bold and sensual fragrance for women. An intense addition to the Burberry Her family, Her Elixir de Parfum offers signature fruity gourmand notes alongside a daring burst of dark red berries with jasmine, rounded with sensual and addictive vanilla and amber.']","{'Fragrance Family': 'Gourmand', 'Scent Type': 'Fruity', 'Key Notes': 'Top - strawberry'}"
9,https://www.ulta.com/p/paradoxe-eau-de-parfum-pimprod2034721,Prada,Paradoxe Eau de Parfum,-431,4.7,['$142.00'],Floral,,Neroli,A floral ambery fragrance that embraces the paradoxes of iconic ingredients to reveal new scented sensations.,,"['Ingredients\nAlcohol, Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Benzyl Salicylate, Benzyl Alcohol, Methyl Anthranilate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Hydroxycitronellal, Citronellol, Geraniol, Citral, Tris(Tetramethylhydroxypiperidinol) Citrate, Farnesol, Benzyl Benzoate, CI 17200/Red 33.']","[""Prada Paradoxe Eau de Parfum, a floral women's fragrance, is an invitation to explore and express the paradoxical multi-dimensionality of women. The celebration of being never the same, always yourself.""]","{'Composition': 'A floral ambery fragrance that embraces the paradoxes of iconic ingredients to reveal new scented sensations.', 'Fragrance Family': 'Floral', 'Key Notes': 'Neroli'}"
10,https://www.ulta.com/p/mod-vanilla-eau-de-parfum-pimprod2036424,Ariana Grande,MOD Vanilla Eau de Parfum,-56,4.7,['$68.00'],Gourmand Musk,,Top - pink freesia,,Cruelty Free,['Shipping & Coupon Restrictions'],"['Ariana Grande MOD, the fragrance collection. MOD Vanilla Eau de Parfum is an instantly addicting fragrance opening with dark plum and musk. A touch of gourmand is heightened to a sophisticated level with Orrisand Praline. Vanilla absolute and cocoa unveil its unforgettable signature.']","{'Features': 'Cruelty Free', 'Fragrance Family': 'Gourmand Musk', 'Key Notes': 'Top - pink freesia'}"
11,https://www.ulta.com/p/miss-dior-eau-de-parfum-pimprod2027834,Dior,Miss Dior Eau de Parfum,"-5,320",4.6,['$148.00'],Floral,,Lily-of-the-Valley,Alive with notes of Grasse Rose,,['Shipping & Coupon Restrictions'],"[""Miss Dior's Eau de Parfum is a couture dream - a multi-colored fragrance composition in a reinvented bottle adorned by an exceptional bow.""]","{'Composition': 'Alive with notes of Grasse Rose', 'Fragrance Family': 'Floral', 'Key Notes': 'Lily-of-the-Valley'}"
12,https://www.ulta.com/p/cloud-20-intense-eau-de-parfum-pimprod2028401,Ariana Grande,Cloud 2.0 Intense Eau de Parfum,-320,4.2,['$68.00'],Gourmand,Sweet,Top - lavender blossom,,,"['Ingredients\nAlcohol Denat., Fragrance (Parfum), Aqua/Water/Eau, Limonene, Linalool, Hexyl Cinnamal, Citronellol, Coumarin, Citral, Benzyl Benzoate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Citric Acid, Triethanolamine.']",['Enhanced. Addictive. Dreamy. Ariana Grande Cloud 2.0 Intense Eau de Parfum will leave you in awe and dreaming of what is yet to come.'],"{'Fragrance Family': 'Gourmand', 'Scent Type': 'Sweet', 'Key Notes': 'Top - lavender blossom'}"
13,https://www.ulta.com/p/romance-eau-de-parfum-fs300428,Ralph Lauren,Romance Eau de Parfum,"-4,761",4.7,['$108.00'],Fresh Floral,,Top - Mandarin Essence,,Ralph Lauren Romance Eau de Parfum is a light,"['Ingredients\nAlcohol, Parfum/Fragrance, Aqua/Water, Hydroxycitronellal, Citronellol, Geraniol, Benzyl Alcohol, Linalool, Alpha-Isomethyl, Ionone, T-Butyl Alcohol, Limonene, Hexyl Cinnamal, Coumarin, Cinnamyl Alcohol, Citral, Benzyl Benzoate, Eugenol, Farnesol, Denayonium Benzoate.']","[""Ralph Lauren Romance Eau de Parfum is a clean and fresh women's fragrance with notes of mandarin, violet leaves, jasmine, woody oakmoss, and white musk.""]","{'Features': 'Ralph Lauren Romance Eau de Parfum is a light', 'Fragrance Family': 'Fresh Floral', 'Key Notes': 'Top - Mandarin Essence'}"
14,https://www.ulta.com/p/flowerbomb-eau-de-parfum-xlsImpprod18531267,Viktor&Rolf,Flowerbomb Eau de Parfum,"-9,142",4.8,['$220.00'],Fresh Floral,,Top - cattleya orchid,,The ultimate floral fantasy,"['Ingredients\nAlcohol, Parfum / Fragrance, Aqua / Water, Benzyl Salicylate, Linalool, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Limonene, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Coumarin, Benzyl Alcohol, Benzyl Benzoate, Citral, CI 19140 / Yellow 5, CI 60730 / Ext. Violet 2, CI 17200 / Red 33.']","['A lavish floral perfume for women, Viktor&Rolf Flowerbomb Eau de Parfum is an explosion of cattleyas, freesia, sambac jasmine, and rose petals.']","{'Features': 'The ultimate floral fantasy', 'Fragrance Family': 'Fresh Floral', 'Key Notes': 'Top - cattleya orchid'}"
15,https://www.ulta.com/p/light-blue-eau-de-toilette-VP11736,Dolce&Gabbana,Light Blue Eau de Toilette,"-1,748",4.6,['$62.00'],Floral,Floral Fruity,Cedar,,,"['Ingredients\nAlcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Citral, Cinnamal, Linalool, Bht.']","['This colorful, fresh, floral fruity Dolce&Gabbana Light Blue Eau de Toilette reflects the sensuality of the Mediterranean lifestyle.']","{'Fragrance Family': 'Floral', 'Scent Type': 'Floral Fruity', 'Key Notes': 'Cedar'}"
16,https://www.ulta.com/p/black-opium-extreme-eau-de-parfum-pimprod2026641,Yves Saint Laurent,Black Opium Extreme Eau de Parfum,-748,4.7,['$110.00'],Gourmand,Warm & Spicy,Coffee,,,"['Ingredients\nAlcohol, Parfum / Fragrance, Aqua / Water, Benzyl Salicylate, Benzyl Alcohol, Hydroxycitronellal, Linalool, Hexyl Cinnamal, Butyl Methoxydibenzoylmethane, Limonene, Coumarin, Geraniol, Citronellol, Cinnamyl Alcohol, Farnesol, Methyl Anthranilate, Amyl Cinnamal, Benzyl Benzoate, Citral, Eugenol.']","['A bold twist on the classic Yves Saint Laurent Eau de Parfum, Black Opium Extreme Eau de Parfum takes the seduction to the extreme with indulgent and decadent notes of coffee, vanilla bourbon and jasmine.']","{'Fragrance Family': 'Gourmand', 'Scent Type': 'Warm & Spicy', 'Key Notes': 'Coffee'}"
17,https://www.ulta.com/p/idole-eau-de-parfum-pimprod2008623,Lancôme,Idôle Eau de Parfum,"-14,206",4.6,['$60.00'],Fresh Floral,,Top - bergamot,,This fresh floral fragrance,"['Ingredients\nAlcohol, Parfum / Fragrance, Aqua / Water / Eau, Methyl Anthranilate, Tris(Tetramethylhydroxypiperidinol) Citrate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, CI 14700 / Red 4, CI 60730 / Ext. Violet 2, Linalool, Geraniol, Eugenol, Alpha-Isomethyl Ionone, Methyl-2-Octynoate, Coumarin, Farnesol, Limonene, Hydroxycitronellal, Citral, Citronellol, Hexyl Cinnamal, Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate.']","['Sophisticated, yet modern, Idôle Eau de Parfum by Lancôme empowers you to dream bigger. This fresh fragrance pulsates through the day bursts of inviting florals, energizing citrus and sultry white musks.']","{'Features': 'This fresh floral fragrance', 'Fragrance Family': 'Fresh Floral', 'Key Notes': 'Top - bergamot'}"
18,https://www.ulta.com/p/bright-crystal-eau-de-toilette-VP12312,Versace,Bright Crystal Eau de Toilette,"-1,111",4.6,['$85.00'],Floral,Floral,Top - Yuzu,,,"['Ingredients\nAlcohol, Denat. (Sd Alcohol 39-C), Fragrance, Water, Butylphenyl, Methylpropional, Ethylhexyl Methoxycinnamate, Hydroxysohexyl 3-Cyclohexene Carboxaldehyde, Linalool, Citronellol, Ethylhexyl Salicylate, Butyl, Methoxydibenzoylmethane, Limonene, Geraniol, Ci 17200 (Red 33), Ci 15985 (Yellow 6).']","['Versace Bright Crystal Eau de Toilette is a sparkling floral scent featuring notes of yuzu, rose and magnolia.']","{'Fragrance Family': 'Floral', 'Scent Type': 'Floral', 'Key Notes': 'Top - Yuzu'}"
19,https://www.ulta.com/p/mod-blush-eau-de-parfum-pimprod2036423,Ariana Grande,MOD Blush Eau de Parfum,-31,4.7,['$68.00'],Amber Woody,,Top - passionfruit,,Cruelty Free,['Shipping & Coupon Restrictions'],"['Ariana Grande MOD, the fragrance collection. MOD Blush Eau de Parfum opens with a blend of Bergamot and Passion Fruit for an alluring introduction. Dewy Rose and Magnolia with a touch of pear create a breathtaking evolution on skin. Ambrox and musk leave an intimately luxurious impression.']","{'Features': 'Cruelty Free', 'Fragrance Family': 'Amber Woody', 'Key Notes': 'Top - passionfruit'}"
20,https://www.ulta.com/p/flora-gorgeous-gardenia-eau-de-parfum-pimprod2026913,Gucci,Flora Gorgeous Gardenia Eau de Parfum,-878,4.3,['$92.00'],Rich White Floral,,Top - pear blossom,,This product is a 2022 Allure Best of Beauty award winner.,"['Ingredients\nAlcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Benzyl Salicylate, Hydroxycitronellal, Limonene, Coumarin, Linalool, Farnesol, Benzyl Benzoate, Citronellol, Benzyl Alcohol.']","['Gucci Flora Gorgeous Gardenia Eau de Parfum is a delicious potion of joy built around the Gardenia flower blended with solar Jasmine absolute, cheerful Pear Blossom accord and sweet Brown Sugar accord. A signature floral scent for all free-spirited women full of positive energy.']","{'Features': 'This product is a 2022 Allure Best of Beauty award winner.', 'Fragrance Family': 'Rich White Floral', 'Key Notes': 'Top - pear blossom'}"
21,https://www.ulta.com/p/god-a-woman-eau-de-parfum-pimprod2026595,Ariana Grande,God Is A Woman Eau de Parfum,"-1,105",4.1,['$55.00'],Fruity Musk,,Top - ambrette,,Cruelty Free,"['Ingredients\nAlcohol Denat., Fragrance/Parfum, Water/Aqua/Eau, Farnesol.']","['Empowered. Breathtaking. Natural. A breath of fresh air for the senses. Introducing God Is A Woman Eau de Parfum, the fragrance by Ariana Grande.']","{'Features': 'Cruelty Free', 'Fragrance Family': 'Fruity Musk', 'Key Notes': 'Top - ambrette'}"
22,https://www.ulta.com/p/chance-eau-tendre-eau-de-parfum-spray-pimprod2015977,CHANEL,CHANCE EAU TENDRE Eau de Parfum Spray,-182,4.5,['$146.00'],Floral,,Grapefruit,A constellation of enveloping notes of jasmine absolute and rose essence dazzles with an intoxicatingly soft and enveloping trail for a radiant and feminine scent.,,"['Ingredients\nAlcohol, Parfum (Fragrance), Aqua (Water), Alpha-Isomethyl Ionone, Citronellol, Linalool, Hydroxycitronellal, Hexyl Cinnamal, Limonene, Geraniol, Benzyl Benzoate, Eugenol, Citral, Butyl Methoxydibenzoylmethane, CI 17200 (Red 33), CI 14700 (Red 4), CI 60730 (Ext. Violet 2), CI 15985 (Yellow 6), CI 42090 (Blue 1), IL45.\nDisclaimer: Please be aware that ingredient lists may change or vary from time to time. To confirm that a CHANEL product is suitable for your personal use, please consult the list of ingredients that is included on the product packaging.']","['An enhanced interpretation of the unexpected floral-fruity fragrance, CHANEL CHANCE EAU TENDRE Eau de Parfum sweeps you into a whirlwind of tenderness.']","{'Composition': 'A constellation of enveloping notes of jasmine absolute and rose essence dazzles with an intoxicatingly soft and enveloping trail for a radiant and feminine scent.', 'Fragrance Family': 'Floral', 'Key Notes': 'Grapefruit'}"
23,https://www.ulta.com/p/libre-eau-de-parfum-pimprod2008599,Yves Saint Laurent,Libre Eau de Parfum,"-4,056",4.6,['$85.00'],Warm Floral,,Top - lavender essence,,A reinvention of the floral perfume,"['Ingredients\nAlcohol, Parfum / Fragrance, Aqua / Water, Limonene, Linalool, Benzyl Salicylate, Hydroxycitronellal, Benzyl Alcohol, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Geraniol, Methyl Anthranilate, Citronellol, Citral, Isoeugenol, Alpha-Isomethyl Ionone, Farnesol, Ci 14700 / Red 4, Ci 19140 / Yellow 5, Ci 60730 / Ext. Violet 2.']","['Libre Eau de Parfum is the fragrance of freedom from Yves Saint Laurent, a statement fragrance for those who live by their own rules.']","{'Features': 'A reinvention of the floral perfume', 'Fragrance Family': 'Warm Floral', 'Key Notes': 'Top - lavender essence'}"
24,https://www.ulta.com/p/very-good-girl-glam-eau-de-parfum-pimprod2032391,Carolina Herrera,Very Good Girl Glam Eau de Parfum,-382,4.4,['$140.00'],Floral,,Top - black cherry,,,['Shipping & Coupon Restrictions'],"['Carolina Herrera Very Good Girl Glam Eau de Parfum is a dazzling evolution of Very Good Girl, this exuberant scent is defined by its sparkling cherry fragrance and stiletto bottle: the ultimate statement of feminine power.']","{'Fragrance Family': 'Floral', 'Key Notes': 'Top - black cherry'}"
25,https://www.ulta.com/p/very-good-girl-eau-de-parfum-pimprod2025902,Carolina Herrera,Very Good Girl Eau de Parfum,-161,4.3,['$112.00'],Floral,,Top - redcurrant,,,"['Ingredients\nAlcohol Denat., Parfum (Fragrance), Aqua (Water), Linalool, Limonene, Coumarin, Butyl Methoxydibenzoylmethane, Alpha-Isomethyl Ionone, Citral, Isoeugenol, Geraniol.']","[""Fun, fabulous and fearless, Very Good Girl Eau de Parfum is a bold interpretation of the iconic Good Girl scent. Evolving Carolina Herrera's vision of the duality of the modern woman, this irresistible fragrance will walk straight into your heart with its seductive rose scent and red-hot design.""]","{'Fragrance Family': 'Floral', 'Key Notes': 'Top - redcurrant'}"
26,https://www.ulta.com/p/alien-goddess-eau-de-parfum-pimprod2026644,MUGLER,Alien Goddess Eau de Parfum,"-3,681",4.6,['$170.00'],Floral,,Top - Sparkling Bergamot from Italy,Embrace your inner goddess with a solar floral,,"['Ingredients\nAlcohol, Parfum / Fragrance, Aqua / Water / Eau, Benzyl Salicylate, Linalool, Benzyl Alcohol, Hydroxycitronellal, Butyl Methoxydibenzoylmethane, Hexyl Cinnamal, Ethylhexyl Salicylate, Coumarin, Limonene, Citronellol, Methyl Anthranilate, Geraniol, Citral, Tris(Tetramethylhydroxypiperidinol) Citrate, Benzyl Benzoate.']","[""MUGLER Alien Goddess Eau de Parfum is a women's perfume that pairs a divine base of vanilla perfume with jasmine from India overlaid by a burst of fresh Italian bergamot, creating a radiant floral bouquet of notes fit for a goddess.""]","{'Composition': 'Embrace your inner goddess with a solar floral', 'Fragrance Family': 'Floral', 'Key Notes': 'Top - Sparkling Bergamot from Italy'}"
27,https://www.ulta.com/p/armani-code-women-eau-de-parfum-VP11384,ARMANI,Armani Code For Women Eau de Parfum,-589,4.4,['$53.00'],Floral Woody,,Orange Flower,Armani Code For Women Eau de Parfum is an elegantly seductive ARMANI women's perfume.,,"['Ingredients\nAlcohol, Parfum/Fragrance, Aqua/Water, Benzyl Salicylate, Linalool, Limonene, Benzyl Alcohol, Geraniol, Butyl Methoxydibenzoylmethane, Hexyl Cinnamal, Coumarin, Methyl Anthranilate, Citronellol, Citral, Benzyl Benzoate, Ci 60730/Ext. Violet 2, Ci 14700 / Red 4.']",['Capture the intimacy and excitement of an unforgettable encounter with the signature Armani Code For Women Eau de Parfum.'],"{'Composition': ""Armani Code For Women Eau de Parfum is an elegantly seductive ARMANI women's perfume."", 'Fragrance Family': 'Floral Woody', 'Key Notes': 'Orange Flower'}"
28,https://www.ulta.com/p/daisy-eau-so-fresh-eau-de-toilette-xlsImpprod2980129,Marc Jacobs,Daisy Eau So Fresh Eau de Toilette,"-8,539",4.7,['$66.00'],Floral,Fresh Floral,Top - Pink Grapefruit,,,"['Ingredients\nAlcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Acrylates/Octylacrylamide Copolymer, Alpha-Isomethyl Ionone, Benzophenone-3, Benzyl Alcohol, Benzyl Salicylate, Bht, Butyl Methoxydibenzoylmethane, Butylphenyl Methylpropional, Citral, Citronellol, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Farnesol, Geraniol, Hexyl Cinnamal, Hydrolyzed Jojoba Esters, Hydroxycitronellal, Limonene, Linalool, Methyl 2-Octynoate, D&C Red N°33 (Ci 17200), Ext. D&C Violet N° 2 (Ci 60730), Fd&C Yellow N°5 (Ci 19140).']","['Sophisticated but not too serious, Marc Jacobs Daisy Eau So Fresh Eau de Toilette sparkles with a sunny, vibrant energy that excites the senses with a bright elegance & whimsical charm']","{'Fragrance Family': 'Floral', 'Scent Type': 'Fresh Floral', 'Key Notes': 'Top - Pink Grapefruit'}"
29,https://www.ulta.com/p/perfect-eau-de-parfum-pimprod2016739,Marc Jacobs,Perfect Eau de Parfum,"-3,579",4.6,['$141.00'],Floral,Warm Floral,Top - Rhubarb,,,"['Ingredients\nAlcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Linalool, Octocrylene, Alpha-Isomethyl Ionone, Hydroxycitronellal, Citronellol, Limonene, Hexyl Cinnamal, Coumarin, Benzyl Benzoate, Alcohol, Tris (Tetramethylhydroxypiperidinol) Citrate, Benzyl Alcohol, Bht, D&C Red No. 33 (Ci 17200), Fd&C Yellow No. 5 (Ci 19140), Fd&C Red No. 4 (Ci 14700), Ext. D&C Violet No. 2 (Ci 60730).']","['Marc Jacobs Perfect Eau de Parfum for Women is a unique celebration of difference and a tribute to self-love. A comforting floral perfume with rhubarb and daffodil mellowed out by almond milk, cedarwood and cashmeran.']","{'Fragrance Family': 'Floral', 'Scent Type': 'Warm Floral', 'Key Notes': 'Top - Rhubarb'}"
30,https://www.ulta.com/p/sweet-like-candy-eau-de-parfum-xlsImpprod14501028,Ariana Grande,Sweet Like Candy Eau de Parfum,-782,4.6,['$55.00'],Fruity,Gourmand,Top - sparkling blackberry,,,"['Ingredients\nAlcohol Denat, Fragrance (Parfum), Water (Aqua/Eau), Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Butylphenyl Methylpropional, Hydroxycitronellal, Benzyl Salicylate, Limonene, Linalool, Citral, Citronellol, Geraniol, Benzyl Alcohol, Benzyl Benzoate.']",['Treat yourself to Sweet Like Candy Eau de Parfum by Ariana Grande. Sexy. Playful. Irresistible.'],"{'Fragrance Family': 'Fruity', 'Scent Type': 'Gourmand', 'Key Notes': 'Top - sparkling blackberry'}"
31,https://www.ulta.com/p/viva-la-juicy-eau-de-parfum-xlsImpprod810176,Juicy Couture,Viva La Juicy Eau de Parfum,-991,4.7,['$63.00'],Warm,,Mandarin,,,"['Ingredients\nAlcohol Denat., Parfum/Fragrance, Water/Aqua/Eau, Butylphenyl Methylpropional, Propylene Glycol, Benzyl Benzoate, Benzyl Salicylate, Coumarin, Hydroxycitronellal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Limonene, Linalool, Butyl Methoxydibenzoylmethane, Blue 1 (Ci 42090), Red 4 (Ci 14700), Yellow 5 (Ci 19140).']","['Embrace the signature Juicy Couture addiction. Viva La Juicy perfume is a playful, sweet floral fragrance with a delectable dry-down of creamy vanilla caramel and sensual amber.']","{'Fragrance Family': 'Warm', 'Key Notes': 'Mandarin'}"
32,https://www.ulta.com/p/mon-paris-eau-de-parfum-xlsImpprod14421031,Yves Saint Laurent,Mon Paris Eau de Parfum,"-4,553",4.7,['$80.00'],Fruity Floral,,Top - red berries,,A passionate,"['Ingredients\nAlcohol, Perfume / Fragrance, Aqua / Water, Benzyl Salicylate, Linalool, Benzyl Alcohol, Hydroxycitronellal, Ethylhexyl Methoxycinnamate, Limonene, Hexyl Cinnamal, Geraniol, Citronellol, Cutyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Eugenol, Citral, Tris (Tetramethylhydroxypiperidinol) Citrate, Benzyl Benzoate, Farnesol - Bht - Ci 17200, Red 33 - Ci 60730, Ext. Violet 2. (Fil B196717 / 1)']","[""Mon Paris Eau de Parfum is the passionate women's fragrance by Yves Saint Laurent with notes of red berry, white datura flower and white musk.""]","{'Features': 'A passionate', 'Fragrance Family': 'Fruity Floral', 'Key Notes': 'Top - red berries'}"
